source,target
Ganges,"Alexander III, the Great (general)"
Ganges,"Alexander III, the Great (general)"
Ganges,Seneca
India,"Alexander III, the Great (general)"
India,Seleucus I Nicator s. Antiochus
India,"Antiochus, Antiochos (misc)"
India,Patrocles (Macedonian general and geographer)
India,Megasthenes (geographer)
India,Dionysius (ambassador)
India,Ptolemy II Philadelphus (king) 
India,"Alexander III, the Great (general)"
India,"Dionysus (s. of Zeus), Bacchus"
India,"Alexander III, the Great (general)"
India,"Alexander III, the Great (general)"
India,Seneca
Emaus,"Alexander III, the Great (general)"
Emaus,Seleucus I Nicator s. Antiochus
Emaus,"Antiochus, Antiochos (misc)"
Emaus,Patrocles (Macedonian general and geographer)
Emaus,Megasthenes (geographer)
Emaus,Dionysius (ambassador)
Emaus,Ptolemy II Philadelphus (king) 
Emaus,"Alexander III, the Great (general)"
Emaus,"Dionysus (s. of Zeus), Bacchus"
Emaus,"Alexander III, the Great (general)"
Emaus,"Alexander III, the Great (general)"
Emaus,Seneca
Emodos,"Alexander III, the Great (general)"
Emodos,Seleucus I Nicator s. Antiochus
Emodos,"Antiochus, Antiochos (misc)"
Emodos,Patrocles (Macedonian general and geographer)
Emodos,Megasthenes (geographer)
Emodos,Dionysius (ambassador)
Emodos,Ptolemy II Philadelphus (king) 
Emodos,"Alexander III, the Great (general)"
Emodos,"Dionysus (s. of Zeus), Bacchus"
Emodos,"Alexander III, the Great (general)"
Emodos,"Alexander III, the Great (general)"
Emodos,Seneca
Caucasus,"Alexander III, the Great (general)"
Caucasus,Seleucus I Nicator s. Antiochus
Caucasus,"Antiochus, Antiochos (misc)"
Caucasus,Patrocles (Macedonian general and geographer)
Caucasus,Megasthenes (geographer)
Caucasus,Dionysius (ambassador)
Caucasus,Ptolemy II Philadelphus (king) 
Caucasus,"Alexander III, the Great (general)"
Caucasus,"Dionysus (s. of Zeus), Bacchus"
Caucasus,"Alexander III, the Great (general)"
Caucasus,"Alexander III, the Great (general)"
Caucasus,Seneca
India,"Alexander III, the Great (general)"
India,Seleucus I Nicator s. Antiochus
India,"Antiochus, Antiochos (misc)"
India,Patrocles (Macedonian general and geographer)
India,Megasthenes (geographer)
India,Dionysius (ambassador)
India,Ptolemy II Philadelphus (king) 
India,"Alexander III, the Great (general)"
India,"Dionysus (s. of Zeus), Bacchus"
India,"Alexander III, the Great (general)"
India,"Alexander III, the Great (general)"
India,Seneca
Egypt,"Alexander III, the Great (general)"
Egypt,Seleucus I Nicator s. Antiochus
Egypt,"Antiochus, Antiochos (misc)"
Egypt,Patrocles (Macedonian general and geographer)
Egypt,Megasthenes (geographer)
Egypt,Dionysius (ambassador)
Egypt,Ptolemy II Philadelphus (king) 
Egypt,"Alexander III, the Great (general)"
Egypt,"Dionysus (s. of Zeus), Bacchus"
Egypt,"Alexander III, the Great (general)"
Egypt,"Alexander III, the Great (general)"
Egypt,Seneca
Caspian Gates,"Alexander III, the Great (general)"
Caspian Gates,Diognetus
Caspian Gates,Baeton
Caspian Gates,"Alexander III, the Great (general)"
Caspian Gates,"Alexander III, the Great (general)"
Caucasus,"Alexander III, the Great (general)"
Caucasus,Diognetus
Caucasus,Baeton
Caucasus,"Alexander III, the Great (general)"
Caucasus,"Alexander III, the Great (general)"
India,"Alexander III, the Great (general)"
India,Diognetus
India,Baeton
India,"Alexander III, the Great (general)"
India,"Alexander III, the Great (general)"
Indus,"Alexander III, the Great (general)"
Indus,Diognetus
Indus,Baeton
Indus,"Alexander III, the Great (general)"
Indus,"Alexander III, the Great (general)"
Hydaspes,"Alexander III, the Great (general)"
Hydaspes,Diognetus
Hydaspes,Baeton
Hydaspes,"Alexander III, the Great (general)"
Hydaspes,"Alexander III, the Great (general)"
Ganges,Seleucus I Nicator s. Antiochus
Ganges,Seleucus I Nicator s. Antiochus
Ganges,Seleucus I Nicator s. Antiochus
Nile,Kratos (s. of Pallas)
Scythia,Kratos (s. of Pallas)
Ganges,Kratos (s. of Pallas)
India,Kratos (s. of Pallas)
India,Baeton
India,Megasthenes (geographer)
Ganges,Baeton
Ganges,Megasthenes (geographer)
Indus,Baeton
Indus,Megasthenes (geographer)
India,Baeton
India,Megasthenes (geographer)
Ganges,Artemidorus Ephesius
Ganges,Artemidorus Ephesius
Indus,Artemidorus Ephesius
Indus,Artemidorus Ephesius
Indus,"Heracles (s. of Zeus), Hercules"
Indus,"Heracles (s. of Zeus), Hercules"
India,"Heracles (s. of Zeus), Hercules"
Caspian Gates,"Heracles (s. of Zeus), Hercules"
Indus,"Alexander III, the Great (general)"
Caucasus,"Alexander III, the Great (general)"
Indus,"Alexander III, the Great (general)"
India,"Dionysus (s. of Zeus), Bacchus"
India,"Zeus (s. of Cronus), Jupiter"
Indus,"Dionysus (s. of Zeus), Bacchus"
Indus,"Zeus (s. of Cronus), Jupiter"
India,"Dionysus (s. of Zeus), Bacchus"
India,"Zeus (s. of Cronus), Jupiter"
India,"Dionysus (s. of Zeus), Bacchus"
India,"Zeus (s. of Cronus), Jupiter"
Taprobane,"Dionysus (s. of Zeus), Bacchus"
Taprobane,"Zeus (s. of Cronus), Jupiter"
Indus,Chryse (d. of Almus)
Indus,Chryse (d. of Almus)
Taprobane,"Alexander III, the Great (general)"
Taprobane,Onesicritus 
Taprobane,Megasthenes (geographer)
Taprobane,Eratosthenes (scholar)
India,"Alexander III, the Great (general)"
India,Onesicritus 
India,Megasthenes (geographer)
India,Eratosthenes (scholar)
India,"Alexander III, the Great (general)"
India,Onesicritus 
India,Megasthenes (geographer)
India,Eratosthenes (scholar)
India,"Alexander III, the Great (general)"
India,Onesicritus 
India,Megasthenes (geographer)
India,Eratosthenes (scholar)
Nile,"Alexander III, the Great (general)"
Nile,Onesicritus 
Nile,Megasthenes (geographer)
Nile,Eratosthenes (scholar)
Taprobane,"Alexander III, the Great (general)"
Taprobane,Onesicritus 
Taprobane,Megasthenes (geographer)
Taprobane,Eratosthenes (scholar)
Rome,"Claudius Caesar, Roman emperor"
Rome,Annius
Red Sea,"Claudius Caesar, Roman emperor"
Red Sea,Annius
Arabia,"Claudius Caesar, Roman emperor"
Arabia,Annius
Carmania,"Claudius Caesar, Roman emperor"
Carmania,Annius
Taprobane,"Claudius Caesar, Roman emperor"
Taprobane,Annius
Rome,"Claudius Caesar, Roman emperor"
Rome,Annius
Taprobane,"Helios, the Sun (s. of Hyperion)"
Taprobane,Canopus (mythology)
India,"Helios, the Sun (s. of Hyperion)"
India,Canopus (mythology)
Arabia,"Heracles (s. of Zeus), Hercules"
Arabia,"Dionysus (s. of Zeus), Bacchus"
Taprobane,"Heracles (s. of Zeus), Hercules"
Taprobane,"Dionysus (s. of Zeus), Bacchus"
Indus,Cyrus (kings of Persia)
Indus,Semiramis
Indus,"Alexander III, the Great (general)"
Arachosia,Cyrus (kings of Persia)
Arachosia,Semiramis
Arachosia,"Alexander III, the Great (general)"
Caucasus,Cyrus (kings of Persia)
Caucasus,Semiramis
Caucasus,"Alexander III, the Great (general)"
Caucasus,Cyrus (kings of Persia)
Caucasus,Semiramis
Caucasus,"Alexander III, the Great (general)"
Indus,Arius (Christian heretic)
Indus,"Alexander III, the Great (general)"
Indus,"Antiochus, Antiochos (misc)"
Indus,"Alexander III, the Great (general)"
India,Arius (Christian heretic)
India,"Alexander III, the Great (general)"
India,"Antiochus, Antiochos (misc)"
India,"Alexander III, the Great (general)"
Carmania,Arius (Christian heretic)
Carmania,"Alexander III, the Great (general)"
Carmania,"Antiochus, Antiochos (misc)"
Carmania,"Alexander III, the Great (general)"
Persia,Arius (Christian heretic)
Persia,"Alexander III, the Great (general)"
Persia,"Antiochus, Antiochos (misc)"
Persia,"Alexander III, the Great (general)"
Arabia,Arius (Christian heretic)
Arabia,"Alexander III, the Great (general)"
Arabia,"Antiochus, Antiochos (misc)"
Arabia,"Alexander III, the Great (general)"
India,Onesicritus 
India,"Alexander III, the Great (general)"
India,Juba II
India,Onesicritus 
India,"Nearchos, Nearchus"
India,"Alexander III, the Great (general)"
India,"Nearchos, Nearchus"
India,Leonnatus (Macedonian noble)
India,"Alexander III, the Great (general)"
India,Nymphs 
India,Arcturus
Persia,Onesicritus 
Persia,"Alexander III, the Great (general)"
Persia,Juba II
Persia,Onesicritus 
Persia,"Nearchos, Nearchus"
Persia,"Alexander III, the Great (general)"
Persia,"Nearchos, Nearchus"
Persia,Leonnatus (Macedonian noble)
Persia,"Alexander III, the Great (general)"
Persia,Nymphs 
Persia,Arcturus
Carmania,Onesicritus 
Carmania,"Alexander III, the Great (general)"
Carmania,Juba II
Carmania,Onesicritus 
Carmania,"Nearchos, Nearchus"
Carmania,"Alexander III, the Great (general)"
Carmania,"Nearchos, Nearchus"
Carmania,Leonnatus (Macedonian noble)
Carmania,"Alexander III, the Great (general)"
Carmania,Nymphs 
Carmania,Arcturus
India,"Pirates, piracy"
India,"Pirates, piracy"
India,"Pirates, piracy"
Arabia,Hippalus (explorer)
Arabia,"Pirates, piracy"
Arabia,Pandion
Cane,Hippalus (explorer)
Cane,"Pirates, piracy"
Cane,Pandion
Arabia,Hippalus (explorer)
Arabia,"Pirates, piracy"
Arabia,Pandion
India,Hippalus (explorer)
India,"Pirates, piracy"
India,Pandion
Arabia,Hippalus (explorer)
Arabia,"Pirates, piracy"
Arabia,Pandion
India,Hippalus (explorer)
India,"Pirates, piracy"
India,Pandion
India,Hippalus (explorer)
India,"Pirates, piracy"
India,Pandion
Muziris,Hippalus (explorer)
Muziris,"Pirates, piracy"
Muziris,Pandion
India,Hippalus (explorer)
India,"Pirates, piracy"
India,Pandion
India,Hippalus (explorer)
India,"Pirates, piracy"
India,Pandion
Red Sea,Hippalus (explorer)
Red Sea,"Pirates, piracy"
Red Sea,Pandion
Arabia,Eratosthenes (scholar)
Arabia,Onesicritus 
Arabia,"Nearchos, Nearchus"
Arabia,Eratosthenes (scholar)
Arabia,Onesicritus 
Arabia,"Nearchos, Nearchus"
Indus,Eratosthenes (scholar)
Indus,Onesicritus 
Indus,"Nearchos, Nearchus"
Babylon,Eratosthenes (scholar)
Babylon,Onesicritus 
Babylon,"Nearchos, Nearchus"
Euphrates,Eratosthenes (scholar)
Euphrates,Onesicritus 
Euphrates,"Nearchos, Nearchus"
India,"Alexander III, the Great (general)"
India,Cassandra (d. of Priam)
India,"Poseidon (s. of Cronus), Neptune"
Persis,"Alexander III, the Great (general)"
Persis,Cassandra (d. of Priam)
Persis,"Poseidon (s. of Cronus), Neptune"
Elymais,"Alexander III, the Great (general)"
Elymais,Cassandra (d. of Priam)
Elymais,"Poseidon (s. of Cronus), Neptune"
Persis,"Alexander III, the Great (general)"
Persis,Cassandra (d. of Priam)
Persis,"Poseidon (s. of Cronus), Neptune"
Persis,"Alexander III, the Great (general)"
Persis,Cassandra (d. of Priam)
Persis,"Poseidon (s. of Cronus), Neptune"
Parthia,"Alexander III, the Great (general)"
Parthia,Cassandra (d. of Priam)
Parthia,"Poseidon (s. of Cronus), Neptune"
Eulaeus,M. Vipsanius Agrippa (ally of Augustus)
Elymais,M. Vipsanius Agrippa (ally of Augustus)
Persis,M. Vipsanius Agrippa (ally of Augustus)
Charax,M. Vipsanius Agrippa (ally of Augustus)
Elymais,M. Vipsanius Agrippa (ally of Augustus)
Persis,M. Vipsanius Agrippa (ally of Augustus)
Charax,M. Vipsanius Agrippa (ally of Augustus)
Arabia,M. Vipsanius Agrippa (ally of Augustus)
Media,M. Vipsanius Agrippa (ally of Augustus)
Parthia,M. Vipsanius Agrippa (ally of Augustus)
Persis,M. Vipsanius Agrippa (ally of Augustus)
Indus,M. Vipsanius Agrippa (ally of Augustus)
Tigris,M. Vipsanius Agrippa (ally of Augustus)
Taurus,M. Vipsanius Agrippa (ally of Augustus)
Caucasus,M. Vipsanius Agrippa (ally of Augustus)
Red Sea,M. Vipsanius Agrippa (ally of Augustus)
Tigris,M. Vipsanius Agrippa (ally of Augustus)
Euphrates,M. Vipsanius Agrippa (ally of Augustus)
Taurus,M. Vipsanius Agrippa (ally of Augustus)
Charax,Epiphanes
Charax,Juba II
Charax,Juba II
Charax,Numenius
Charax,"Antiochus, Antiochos (misc)"
Charax,"Zeus (s. of Cronus), Jupiter"
Charax,"Poseidon (s. of Cronus), Neptune"
Euphrates,Epiphanes
Euphrates,Juba II
Euphrates,Juba II
Euphrates,Numenius
Euphrates,"Antiochus, Antiochos (misc)"
Euphrates,"Zeus (s. of Cronus), Jupiter"
Euphrates,"Poseidon (s. of Cronus), Neptune"
Tylos,Epiphanes
Tylos,Juba II
Tylos,Juba II
Tylos,Numenius
Tylos,"Antiochus, Antiochos (misc)"
Tylos,"Zeus (s. of Cronus), Jupiter"
Tylos,"Poseidon (s. of Cronus), Neptune"
Carmania,Epiphanes
Carmania,Juba II
Carmania,Juba II
Carmania,Numenius
Carmania,"Antiochus, Antiochos (misc)"
Carmania,"Zeus (s. of Cronus), Jupiter"
Carmania,"Poseidon (s. of Cronus), Neptune"
India,Epiphanes
India,Juba II
India,Juba II
India,Numenius
India,"Antiochus, Antiochos (misc)"
India,"Zeus (s. of Cronus), Jupiter"
India,"Poseidon (s. of Cronus), Neptune"
Carmania,Epiphanes
Carmania,Juba II
Carmania,Juba II
Carmania,Numenius
Carmania,"Antiochus, Antiochos (misc)"
Carmania,"Zeus (s. of Cronus), Jupiter"
Carmania,"Poseidon (s. of Cronus), Neptune"
Ethiopia,Juba II
Ethiopia,"Pirates, piracy"
Ethiopia,"Pirates, piracy"
Ethiopia,Juba II
Ethiopia,"Helios, the Sun (s. of Hyperion)"
Baragaza,Juba II
Baragaza,"Pirates, piracy"
Baragaza,"Pirates, piracy"
Baragaza,Juba II
Baragaza,"Helios, the Sun (s. of Hyperion)"
Gades,Juba II
Gades,"Pirates, piracy"
Gades,"Pirates, piracy"
Gades,Juba II
Gades,"Helios, the Sun (s. of Hyperion)"
Nile,Juba II
Nile,"Pirates, piracy"
Nile,"Pirates, piracy"
Nile,Juba II
Nile,"Helios, the Sun (s. of Hyperion)"
Syene,Juba II
Syene,"Pirates, piracy"
Syene,"Pirates, piracy"
Syene,Juba II
Syene,"Helios, the Sun (s. of Hyperion)"
Meroe,Juba II
Meroe,"Pirates, piracy"
Meroe,"Pirates, piracy"
Meroe,Juba II
Meroe,"Helios, the Sun (s. of Hyperion)"
Aethiopia,Juba II
Aethiopia,"Pirates, piracy"
Aethiopia,"Pirates, piracy"
Aethiopia,Juba II
Aethiopia,"Helios, the Sun (s. of Hyperion)"
Memphis,Juba II
Memphis,"Pirates, piracy"
Memphis,"Pirates, piracy"
Memphis,Juba II
Memphis,"Helios, the Sun (s. of Hyperion)"
Egypt,Juba II
Egypt,"Pirates, piracy"
Egypt,"Pirates, piracy"
Egypt,Juba II
Egypt,"Helios, the Sun (s. of Hyperion)"
Nile,Juba II
Nile,"Pirates, piracy"
Nile,"Pirates, piracy"
Nile,Juba II
Nile,"Helios, the Sun (s. of Hyperion)"
Aethiopia,Juba II
Aethiopia,"Pirates, piracy"
Aethiopia,"Pirates, piracy"
Aethiopia,Juba II
Aethiopia,"Helios, the Sun (s. of Hyperion)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
Ethiopia,Megasthenes (geographer)
Ethiopia,Ctesias (physician and historian)
Ethiopia,Eudoxus of Cnidus (astronomer)
Ethiopia,Megasthenes (geographer)
Ethiopia,Homer (poet) 
Ethiopia,Aristotle (philosopher) 
Ethiopia,Isigonus
Ethiopia,Onesicritus 
Ethiopia,Crates of Mallus
Ethiopia,Ctesias (physician and historian)
Ethiopia,Agatharchides (geographer)
Ethiopia,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
Ethiopia,Megasthenes (geographer)
Ethiopia,Artemidorus Ephesius
Ethiopia,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
Ganges,Megasthenes (geographer)
Ganges,Ctesias (physician and historian)
Ganges,Eudoxus of Cnidus (astronomer)
Ganges,Megasthenes (geographer)
Ganges,Homer (poet) 
Ganges,Aristotle (philosopher) 
Ganges,Isigonus
Ganges,Onesicritus 
Ganges,Crates of Mallus
Ganges,Ctesias (physician and historian)
Ganges,Agatharchides (geographer)
Ganges,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
Ganges,Megasthenes (geographer)
Ganges,Artemidorus Ephesius
Ganges,"Duris, Douris (of Samos, historian)"
Athos,Megasthenes (geographer)
Athos,Ctesias (physician and historian)
Athos,Eudoxus of Cnidus (astronomer)
Athos,Megasthenes (geographer)
Athos,Homer (poet) 
Athos,Aristotle (philosopher) 
Athos,Isigonus
Athos,Onesicritus 
Athos,Crates of Mallus
Athos,Ctesias (physician and historian)
Athos,Agatharchides (geographer)
Athos,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
Athos,Megasthenes (geographer)
Athos,Artemidorus Ephesius
Athos,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
Ceylon,Megasthenes (geographer)
Ceylon,Ctesias (physician and historian)
Ceylon,Eudoxus of Cnidus (astronomer)
Ceylon,Megasthenes (geographer)
Ceylon,Homer (poet) 
Ceylon,Aristotle (philosopher) 
Ceylon,Isigonus
Ceylon,Onesicritus 
Ceylon,Crates of Mallus
Ceylon,Ctesias (physician and historian)
Ceylon,Agatharchides (geographer)
Ceylon,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
Ceylon,Megasthenes (geographer)
Ceylon,Artemidorus Ephesius
Ceylon,"Duris, Douris (of Samos, historian)"
India,Megasthenes (geographer)
India,Ctesias (physician and historian)
India,Eudoxus of Cnidus (astronomer)
India,Megasthenes (geographer)
India,Homer (poet) 
India,Aristotle (philosopher) 
India,Isigonus
India,Onesicritus 
India,Crates of Mallus
India,Ctesias (physician and historian)
India,Agatharchides (geographer)
India,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
India,Megasthenes (geographer)
India,Artemidorus Ephesius
India,"Duris, Douris (of Samos, historian)"
Rome,"Gn. Pompeius Magnus (Roman general), Pompey"
Rome,"Dionysus (s. of Zeus), Bacchus"
Rome,"Gn. Pompeius Magnus (Roman general), Pompey"
Rome,Germanicus
India,"Gn. Pompeius Magnus (Roman general), Pompey"
India,"Dionysus (s. of Zeus), Bacchus"
India,"Gn. Pompeius Magnus (Roman general), Pompey"
India,Germanicus
India,Juba II
India,Herodotus (historian)
Ethiopia,Juba II
India,Juba II
Arabia,Juba II
